Timestamp,Author,Message
2024-07-17 20:17:19.814000+00:00,Coink,Dr Disrespect finally shares why he was banned from Twitch : https://www.theverge.com/2024/6/25/24185821/dr-disrespect-twitch-ban-explanation-inappropriate-messages
2024-07-17 20:17:20.093000+00:00,Coink,The Real Reason Will Smith Broke Twitch’s Biggest Streaming Record : https://www.wired.com/story/will-smith-twitch-streaming-record/
2024-07-17 20:17:24.829000+00:00,Coink,Here are some recommendations based on discussion 2 :
2024-07-17 20:17:25.080000+00:00,Coink,Medien: MDR geht gegen Die Linke wegen Wahlplakat vor : https://www.zeit.de/news/2024-07/04/mdr-geht-gegen-die-linke-wegen-wahlplakat-vor
2024-07-17 20:17:25.345000+00:00,Coink,Ministerium zieht erste positive Bilanz zu Drogenscannern : https://www.heise.de/news/Ministerium-zieht-erste-positive-Bilanz-zu-Drogenscannern-9792692.html
2024-07-17 20:17:25.612000+00:00,Coink,Netflix aussi veut son parc d’attractions : https://www.journaldugeek.com/2024/06/20/netflix-aussi-veut-son-parc-dattractions/
2024-07-17 20:17:25.929000+00:00,Coink,Mobilité bancaire : changer d’établissement n’a jamais été aussi simple : https://www.journaldugeek.com/2024/07/01/mobilite-bancaire-changer-detablissement-na-jamais-ete-aussi-simple/
2024-07-17 20:17:27.094000+00:00,Coink,Here are some recommendations based on discussion 3 :
2024-07-17 20:17:27.384000+00:00,Coink,The Morning After: The biggest announcements from Nintendo Direct : https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_34b6b24a-08dd-4ee2-ad85-a3c15258d929
2024-07-17 20:17:32.086000+00:00,Coink,The $11 Billion Marketplace Enabling the Crypto Scam Economy : https://www.wired.com/story/pig-butchering-scam-crypto-huione-guarantee/
2024-07-17 20:17:32.394000+00:00,Coink,[DEBUG] Analysis done !
2024-07-17 20:20:08.232000+00:00,bahsiik,de rien mec
2024-07-17 20:23:49.489000+00:00,nimajjj,/ft2-propose-activities
2024-07-17 20:23:53.654000+00:00,Coink,===== LEADERBOARD =====
